"Airport.Code","Airport.Name","Time.Label","Time.Month","Time.Month Name","TimeYear","Statistics.# of Delays.Carrier","Statistics.# of Delays.Late Aircraft","Statistics.# of Delays.National Aviation System","Statistics.# of Delays.Security","Statistics.# of Delays.Weather","Statistics.Carriers.Names","Statistics.Carriers.Total","Statistics.Flights.Cancelled","Statistics.Flights.Delayed","Statistics.Flights.Diverted","Statistics.Flights.On Time","Statistics.Flights.Total","Statistics.Minutes Delayed.Carrier","Statistics.Minutes Delayed.Late Aircraft","Statistics.Minutes Delayed.National Aviation System","Statistics.Minutes Delayed.Security","Statistics.Minutes Delayed.Total","Statistics.Minutes Delayed.Weather"
"EWR","Newark, NJ: Newark Liberty International","2012/08","8","August","2012","666","1079","1254","10","61","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","9","360","3070","37","7406","10873","49677","81802","79855","379","216559","4846"
"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","2012/08","8","August","2012","386","399","425","8","38","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","93","1256","25","3915","5289","23418","29382","16027","393","72088","2868"
"IAD","Washington, DC: Washington Dulles International","2012/08","8","August","2012","431","664","424","3","34","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.","9","150","1554","16","4786","6506","29141","50337","21773","49","104706","3406"
"IAH","Houston, TX: George Bush Intercontinental/Houston","2012/08","8","August","2012","918","1337","859","14","79","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.","9","227","3208","45","12774","16254","59357","86468","35194","783","187614","5812"
"JFK","New York, NY: John F. Kennedy International","2012/08","8","August","2012","467","651","777","3","61","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America","9","92","1961","38","6667","8758","32709","54565","53515","147","145364","4428"
"LAS","Las Vegas, NV: McCarran International","2012/08","8","August","2012","650","973","515","9","62","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.","13","61","2207","21","9966","12255","33854","55805","21728","286","116900","5227"
"LAX","Los Angeles, CA: Los Angeles International","2012/08","8","August","2012","1098","1606","884","13","91","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","13","165","3692","15","16248","20120","67003","103739","31547","527","208057","5241"
"LGA","New York, NY: LaGuardia","2012/08","8","August","2012","382","564","903","1","65","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","11","341","1917","53","6973","9284","28629","41900","65358","51","142245","6307"
"MCO","Orlando, FL: Orlando International","2012/08","8","August","2012","684","814","838","9","61","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","63","2407","18","7358","9846","41652","58946","31399","368","136098","3733"
"MDW","Chicago, IL: Chicago Midway International","2012/08","8","August","2012","341","608","300","6","44","Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Southwest Airlines Co.","4","35","1298","29","6287","7649","16470","33782","12851","175","67147","3869"
"MIA","Miami, FL: Miami International","2012/08","8","August","2012","361","492","528","1","64","American Airlines Inc.,Delta Air Lines Inc.,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","6","242","1448","37","4581","6308","27532","36631","20062","74","88755","4456"
"MSP","Minneapolis, MN: Minneapolis-St Paul International","2012/08","8","August","2012","393","420","300","3","36","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","39","1145","11","9319","10514","24896","25710","10150","79","62696","1861"
"ORD","Chicago, IL: Chicago O'Hare International","2012/08","8","August","2012","1366","2538","1633","8","151","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Mesa Airlines Inc.","12","564","5696","48","21798","28106","109759","175885","96841","779","397198","13934"
"PDX","Portland, OR: Portland International","2012/08","8","August","2012","276","366","109","2","14","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","17","763","3","4278","5061","15264","22215","4753","40","43294","1022"
"PHL","Philadelphia, PA: Philadelphia International","2012/08","8","August","2012","352","399","584","1","54","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.","12","56","1392","10","5394","6852","21342","27228","26740","45","78788","3433"
"PHX","Phoenix, AZ: Phoenix Sky Harbor International","2012/08","8","August","2012","602","880","475","14","43","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","14","86","2014","9","13252","15361","32864","49651","14466","362","100139","2796"
"SAN","San Diego, CA: San Diego International","2012/08","8","August","2012","455","587","206","4","27","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","41","1277","24","5525","6867","22166","35514","8600","249","68662","2133"
"SEA","Seattle, WA: Seattle/Tacoma International","2012/08","8","August","2012","524","501","319","6","30","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","23","1379","6","8295","9703","29319","30645","12234","130","74971","2643"
"SFO","San Francisco, CA: San Francisco International","2012/08","8","August","2012","865","1665","2082","4","116","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","279","4728","19","10690","15716","58275","114085","136091","336","317437","8650"
"SLC","Salt Lake City, UT: Salt Lake City International","2012/08","8","August","2012","441","455","202","2","25","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","10","43","1126","2","8650","9821","24370","24366","6958","71","57306","1541"
"TPA","Tampa, FL: Tampa International","2012/08","8","August","2012","377","432","421","4","41","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","9","52","1276","24","4180","5532","22032","30990","16395","121","71947","2409"
"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","2012/09","9","September","2012","989","1492","1235","5","60","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","12","117","3780","15","27681","31593","90140","88351","41046","154","223268","3577"
"BOS","Boston, MA: Logan International","2012/09","9","September","2012","442","433","589","3","22","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","10","69","1490","6","6728","8293","26015","30614","28337","66","86479","1447"
"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","2012/09","9","September","2012","298","425","719","6","88","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","10","38","1535","26","6673","8272","17020","27570","34403","183","86808","7632"
"CLT","Charlotte, NC: Charlotte Douglas International","2012/09","9","September","2012","333","408","559","5","39","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","10","61","1345","11","9405","10822","18819","23512","19993","107","65096","2665"
"DCA","Washington, DC: Ronald Reagan Washington National","2012/09","9","September","2012","308","298","456","3","35","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","13","73","1101","11","4671","5856","15913","18945","20303","92","58345","3092"
"DEN","Denver, CO: Denver International","2012/09","9","September","2012","700","898","644","7","38","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","12","77","2289","15","16414","18795","39353","48555","22482","331","112687","1966"
"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","2012/09","9","September","2012","1328","2210","1339","8","80","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Mesa Airlines Inc.","12","471","4968","16","16864","22319","110780","142175","44198","401","303051","5497"
"DTW","Detroit, MI: Detroit Metro Wayne County","2012/09","9","September","2012","254","310","230","1","26","American Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","11","37","821","13","7061","7932","16733","19408","8802","182","47473","2348"
"EWR","Newark, NJ: Newark Liberty International","2012/09","9","September","2012","446","602","1424","1","54","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","9","237","2526","50","7257","10070","34717","43115","91620","13","173641","4176"
"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","2012/09","9","September","2012","226","224","225","3","21","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","19","699","2","3971","4691","12672","14621","7459","56","35444","636"
"IAD","Washington, DC: Washington Dulles International","2012/09","9","September","2012","280","446","401","0","27","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.","9","83","1155","22","5317","6577","17545","30045","19950","0","69514","1974"
"IAH","Houston, TX: George Bush Intercontinental/Houston","2012/09","9","September","2012","536","790","588","0","32","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.","9","128","1949","29","12176","14282","34609","45256","25832","29","108033","2307"
"JFK","New York, NY: John F. Kennedy International","2012/09","9","September","2012","379","452","680","1","45","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Hawaiian Airlines Inc.,ExpressJet Airlines Inc.,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America","9","36","1556","33","6388","8013","27945","31795","39446","32","101323","2105"
"LAS","Las Vegas, NV: McCarran International","2012/09","9","September","2012","477","663","485","3","49","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.","13","62","1679","23","9936","11700","24309","38096","20129","104","87120","4482"
"LAX","Los Angeles, CA: Los Angeles International","2012/09","9","September","2012","892","1246","1029","6","54","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","13","179","3227","21","14635","18062","57967","72892","33277","173","167373","3064"
"LGA","New York, NY: LaGuardia","2012/09","9","September","2012","332","405","949","5","50","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","11","183","1742","50","6422","8397","23969","27941","59568","121","115375","3776"
"MCO","Orlando, FL: Orlando International","2012/09","9","September","2012","453","412","429","3","20","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","10","36","1317","30","7092","8475","25908","26410","14642","101","67983","922"
"MDW","Chicago, IL: Chicago Midway International","2012/09","9","September","2012","203","315","138","2","15","Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Southwest Airlines Co.","5","14","674","3","6285","6976","9752","16964","4255","47","31834","816"
"MIA","Miami, FL: Miami International","2012/09","9","September","2012","458","519","586","1","27","American Airlines Inc.,Delta Air Lines Inc.,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","6","75","1592","16","3992","5675","32799","38942","20540","128","93753","1344"
"MSP","Minneapolis, MN: Minneapolis-St Paul International","2012/09","9","September","2012","304","277","164","0","21","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","24","766","8","8509","9307","21040","15874","5978","4","44056","1160"
